months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,vehicle_age,total_damage,severe_accident,age_group,claim_range
325,47,IN,500/1000,1000,1690.27,0,FEMALE,Associate,protective-serv,hiking,not-in-family,61500,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,6550 Andromedia St,11,1,1,0,3,0,72930,6630,6630,59670,2006,1,18,72930,1,41-50,60k-80k
29,25,IL,250/500,2000,1352.83,0,MALE,Masters,farming-fishing,skydiving,own-child,0,-71700,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,1679 2nd Hwy,4,4,1,1,2,1,64890,7210,7210,50470,2013,1,11,64890,0,18-30,60k-80k
295,48,OH,250/500,1000,1148.73,0,FEMALE,College,machine-op-inspct,kayaking,wife,0,0,Parked Car,?,Trivial Damage,Unknown,WV,Columbus,3998 Flute St,6,1,0,1,2,1,5400,900,900,3600,1999,0,25,5400,0,41-50,0-20k
239,42,IL,100/300,1000,969.5,0,MALE,College,exec-managerial,reading,not-in-family,0,0,Vehicle Theft,?,Trivial Damage,Unknown,NC,Northbrook,2430 MLK Ave,10,1,0,0,0,0,5600,700,700,4200,2007,0,17,5600,0,41-50,0-20k
269,41,IN,100/300,500,1463.82,0,FEMALE,College,protective-serv,yachting,not-in-family,0,-72300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,7717 Britain Hwy,23,1,1,0,0,0,79300,15860,15860,47580,2007,0,17,79300,0,41-50,60k-80k
80,27,IL,100/300,1000,1474.17,0,FEMALE,College,tech-support,exercise,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,7773 Tree Hwy,13,1,1,1,0,1,52800,10560,5280,36960,2004,0,20,52800,1,18-30,40k-60k
279,41,IL,250/500,500,1497.35,0,FEMALE,JD,prof-specialty,bungie-jumping,husband,37300,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,2199 Texas Drive,16,3,0,2,3,0,28800,0,3600,25200,2013,0,11,28800,0,41-50,20k-40k
165,33,OH,100/300,1000,1427.14,0,FEMALE,Associate,tech-support,kayaking,other-relative,35300,-58100,Parked Car,?,Minor Damage,Police,WV,Northbend,1028 Sky Lane,3,1,0,1,1,0,2970,330,330,2310,2008,0,16,2970,0,31-40,0-20k
350,54,OH,500/1000,500,1495.1,0,MALE,College,other-service,basketball,wife,50500,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,4154 Lincoln Hwy,15,3,0,0,0,0,93480,15580,7790,70110,2014,0,10,93480,1,51-60,80k+
295,49,IL,100/300,500,1141.62,0,MALE,College,prof-specialty,kayaking,husband,34300,-24300,Vehicle Theft,?,Minor Damage,Unknown,WV,Columbus,8085 Andromedia St,4,1,1,1,3,1,4320,480,480,3360,2002,0,22,4320,0,41-50,0-20k
464,61,OH,500/1000,1000,1125.37,0,FEMALE,Associate,prof-specialty,basketball,husband,0,-56400,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,4793 4th Ridge,6,3,0,0,2,1,79800,6650,19950,53200,2000,1,24,79800,1,61-70,60k-80k
118,28,IN,500/1000,2000,1207.36,0,FEMALE,High School,handlers-cleaners,camping,own-child,0,-57000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,7428 Sky Hwy,22,2,0,1,0,0,74200,7420,14840,51940,1997,0,27,74200,1,18-30,60k-80k
298,47,IL,500/1000,2000,1338.5,0,FEMALE,PhD,machine-op-inspct,basketball,other-relative,28800,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,2306 5th Lane,1,1,0,0,0,0,70590,10860,10860,48870,2000,1,24,70590,1,41-50,60k-80k
87,31,IN,500/1000,1000,1074.07,0,FEMALE,Masters,sales,chess,husband,0,-47500,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,3052 Weaver Ridge,16,3,0,0,3,1,60940,5540,11080,44320,2006,1,18,60940,1,31-40,60k-80k
261,42,OH,250/500,500,1337.56,0,FEMALE,College,prof-specialty,video-games,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,5211 Weaver Drive,18,1,0,1,2,1,74700,7470,14940,52290,2010,0,14,74700,0,41-50,60k-80k
453,60,IN,100/300,500,1298.91,6000000,MALE,PhD,craft-repair,dancing,unmarried,52600,-38800,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,7253 MLK St,0,1,1,0,0,0,70000,14000,7000,49000,2015,1,9,70000,1,51-60,60k-80k
210,41,IL,500/1000,500,1222.75,0,MALE,High School,exec-managerial,polo,other-relative,0,-41000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Columbus,1454 5th Ridge,12,3,0,2,0,0,81070,14740,14740,51590,2001,0,23,81070,1,41-50,80k+
168,32,IN,100/300,1000,1059.52,0,MALE,MD,protective-serv,camping,own-child,0,-40600,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,5622 Best Ridge,13,2,0,1,1,0,57720,14430,9620,33670,2007,0,17,57720,1,31-40,40k-60k
390,51,OH,250/500,2000,1124.38,0,MALE,Associate,armed-forces,reading,other-relative,0,0,Vehicle Theft,?,Minor Damage,Unknown,VA,Northbrook,4574 Britain Hwy,9,1,1,1,1,1,7080,1180,1180,4720,2001,0,23,7080,0,51-60,0-20k
258,46,IN,100/300,1000,1110.37,10000000,MALE,MD,machine-op-inspct,hiking,other-relative,34400,-56800,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4539 Texas St,14,3,0,0,1,0,47700,4770,9540,33390,1997,1,27,47700,1,41-50,40k-60k
107,31,IL,500/1000,2000,1374.22,0,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,62000,-63100,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,8118 Elm Ridge,16,1,0,0,3,0,51260,9320,9320,32620,2002,0,22,51260,0,31-40,40k-60k
225,41,OH,500/1000,2000,1103.58,0,MALE,High School,exec-managerial,exercise,unmarried,41200,-36200,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,3814 Britain Drive,20,3,0,2,2,0,70400,6400,12800,51200,2011,1,13,70400,1,41-50,60k-80k
164,38,IL,250/500,2000,1269.76,0,FEMALE,PhD,transport-moving,yachting,not-in-family,44300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4614 MLK Ave,4,1,0,1,3,1,90000,18000,9000,63000,2015,0,9,90000,0,31-40,80k+
245,39,OH,250/500,500,964.79,8000000,FEMALE,Associate,adm-clerical,camping,husband,58000,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1628 Best Drive,7,3,0,0,1,0,72820,13240,6620,52960,2010,0,14,72820,0,31-40,60k-80k
255,41,IL,500/1000,2000,1167.3,4000000,MALE,High School,priv-house-serv,board-games,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,8381 Solo Hwy,22,1,0,2,0,0,69300,13860,13860,41580,2000,0,24,69300,0,41-50,60k-80k
206,36,IL,500/1000,500,1625.45,4000000,FEMALE,MD,other-service,video-games,other-relative,0,-53700,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,2100 MLK St,11,1,0,2,1,0,76560,12760,12760,51040,2008,1,16,76560,1,31-40,60k-80k
203,38,IL,250/500,500,1394.43,0,FEMALE,Masters,other-service,skydiving,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,5071 Flute Ridge,7,1,0,0,1,1,55440,0,6160,49280,1999,1,25,55440,1,31-40,40k-60k
22,25,OH,250/500,2000,1053.24,0,FEMALE,College,prof-specialty,movies,other-relative,51100,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,7551 Britain Lane,0,4,1,1,0,0,77130,8570,17140,51420,1995,0,29,77130,1,18-30,60k-80k
211,35,IL,100/300,500,1040.75,0,FEMALE,JD,prof-specialty,paintball,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,2275 Best Lane,1,1,1,1,1,0,42000,7000,7000,28000,2011,0,13,42000,1,31-40,40k-60k
206,39,IN,250/500,1000,1302.4,6000000,MALE,JD,craft-repair,dancing,unmarried,47200,-69700,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,1598 3rd Drive,12,3,0,2,3,1,36300,3300,9900,23100,2013,0,11,36300,1,31-40,20k-40k
166,38,IL,100/300,2000,1588.55,0,MALE,MD,protective-serv,video-games,unmarried,59600,-32100,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,7740 MLK St,8,1,0,0,0,0,40320,5760,5760,28800,2001,0,23,40320,1,31-40,40k-60k
165,32,IN,500/1000,500,1399.26,0,FEMALE,High School,tech-support,exercise,own-child,70500,0,Parked Car,?,Minor Damage,Police,PA,Northbrook,1240 Tree Lane,9,1,0,2,0,0,3960,330,660,2970,1998,0,26,3960,0,31-40,0-20k
274,43,OH,100/300,2000,1352.31,0,MALE,College,farming-fishing,basketball,wife,40700,-47300,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,8983 Francis Ridge,22,1,1,0,3,1,63840,10640,10640,42560,2006,1,18,63840,1,41-50,60k-80k
81,28,IL,250/500,1000,1139.0,6000000,FEMALE,Masters,sales,sleeping,husband,42400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,7756 Solo Drive,0,3,0,1,2,0,44730,4970,4970,34790,2000,1,24,44730,1,18-30,40k-60k
280,45,IN,250/500,1000,1397.67,0,MALE,JD,machine-op-inspct,camping,wife,57900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,9034 Weaver Ridge,0,3,1,1,2,0,84720,14120,14120,56480,1999,0,25,84720,0,41-50,80k+
194,39,IN,250/500,500,823.17,0,MALE,Masters,adm-clerical,paintball,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,1126 Texas Hwy,3,3,0,2,2,0,61500,6150,12300,43050,2012,0,12,61500,1,31-40,60k-80k
112,27,OH,100/300,500,965.13,0,FEMALE,Masters,tech-support,exercise,unmarried,60000,-54800,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,2808 Elm St,21,3,0,0,1,0,51000,8500,8500,34000,2013,0,11,51000,1,18-30,40k-60k
24,33,IL,500/1000,1000,1922.84,0,FEMALE,High School,machine-op-inspct,skydiving,wife,0,-45200,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,5061 Francis Ave,0,1,0,2,1,0,46800,4680,9360,32760,2002,0,22,46800,1,31-40,40k-60k
93,32,OH,250/500,2000,1624.82,0,MALE,PhD,exec-managerial,basketball,unmarried,65300,-65600,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4965 MLK Drive,16,1,0,1,1,0,78120,17360,8680,52080,2006,0,18,78120,0,31-40,60k-80k
171,34,IN,250/500,2000,1277.25,0,FEMALE,College,exec-managerial,yachting,other-relative,84900,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,8668 Flute St,14,1,0,1,2,0,69200,13840,6920,48440,1996,1,28,69200,1,31-40,60k-80k
200,40,IL,100/300,1000,1439.34,0,FEMALE,High School,sales,exercise,other-relative,45300,-20400,Vehicle Theft,?,Minor Damage,Police,VA,Riverwood,2577 Washington Drive,9,1,0,0,0,0,3690,410,410,2870,2015,0,9,3690,0,31-40,0-20k
120,28,IL,250/500,1000,1281.27,0,FEMALE,PhD,tech-support,golf,not-in-family,68900,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,7709 Rock Lane,9,3,0,0,3,0,65500,6550,6550,52400,2010,0,14,65500,0,18-30,60k-80k
325,46,IL,500/1000,500,1348.83,0,FEMALE,High School,prof-specialty,basketball,wife,46300,-77500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,9358 Texas Ridge,21,3,0,1,2,1,76120,13840,6920,55360,1999,0,25,76120,0,41-50,60k-80k
124,32,IL,250/500,1000,1198.15,0,FEMALE,MD,other-service,hiking,not-in-family,0,-43200,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,8080 Oak Lane,19,3,0,0,2,1,73560,12260,12260,49040,1995,0,29,73560,1,31-40,60k-80k
211,35,OH,100/300,2000,1221.22,0,MALE,Masters,machine-op-inspct,camping,other-relative,76000,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,6408 Weaver Ridge,2,1,1,0,1,0,52030,9460,4730,37840,2008,0,16,52030,1,31-40,40k-60k
287,41,IL,500/1000,2000,968.74,0,MALE,Masters,transport-moving,video-games,wife,0,-49000,Vehicle Theft,?,Trivial Damage,Unknown,SC,Northbrook,5532 Weaver Ridge,9,1,0,2,3,0,5170,470,940,3760,2001,0,23,5170,0,41-50,0-20k
122,34,IN,250/500,1000,1220.71,0,MALE,PhD,machine-op-inspct,video-games,own-child,58600,-28700,Parked Car,?,Minor Damage,Unknown,SC,Northbend,9101 2nd Hwy,5,1,0,2,1,1,8190,1890,1260,5040,2013,0,11,8190,0,31-40,0-20k
22,29,IN,250/500,2000,1238.62,6000000,MALE,MD,exec-managerial,yachting,other-relative,0,-56200,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,8576 Andromedia St,14,1,0,2,3,0,70800,7080,14160,49560,2012,1,12,70800,1,18-30,60k-80k
106,31,IL,500/1000,2000,1320.75,0,FEMALE,JD,farming-fishing,video-games,wife,54100,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,6315 2nd Lane,20,3,0,0,3,1,45630,5070,5070,35490,2011,0,13,45630,1,31-40,40k-60k
398,58,OH,100/300,500,990.98,0,FEMALE,Associate,exec-managerial,cross-fit,wife,0,-57900,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,1536 Flute Drive,18,1,1,2,1,0,99320,7640,15280,76400,2002,1,22,99320,1,51-60,80k+
214,41,IL,500/1000,500,1398.51,4000000,MALE,Masters,tech-support,polo,not-in-family,0,-57100,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,4672 MLK St,13,3,0,2,0,0,64000,12800,6400,44800,1996,1,28,64000,1,41-50,60k-80k
209,38,OH,100/300,500,1355.08,0,FEMALE,MD,other-service,golf,other-relative,58100,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,2204 Washington Lane,21,1,0,1,1,0,47300,4730,4730,37840,2014,0,10,47300,0,31-40,40k-60k
82,27,IL,100/300,1000,1384.51,0,MALE,PhD,adm-clerical,reading,not-in-family,13100,-38200,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,9484 Pine Drive,14,1,0,2,3,0,71680,8960,8960,53760,2007,1,17,71680,1,18-30,60k-80k
193,41,OH,250/500,500,847.03,0,FEMALE,JD,craft-repair,skydiving,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,5431 3rd Ridge,1,1,0,1,0,1,112320,17280,17280,77760,2011,1,13,112320,1,41-50,80k+
134,32,OH,100/300,1000,1000.06,0,FEMALE,PhD,farming-fishing,base-jumping,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,7121 Britain Drive,17,1,0,1,0,0,82720,7520,15040,60160,2014,0,10,82720,1,31-40,80k+
288,45,IL,100/300,1000,1046.71,0,MALE,Masters,priv-house-serv,polo,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,8586 1st Ridge,4,3,0,2,1,0,48060,10680,5340,32040,2009,0,15,48060,1,41-50,40k-60k
104,32,IN,250/500,500,1158.03,0,MALE,High School,exec-managerial,kayaking,own-child,31900,-44600,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,7582 Pine Drive,23,3,1,1,3,1,63570,9780,9780,44010,2006,1,18,63570,1,31-40,60k-80k
431,54,OH,100/300,1000,1372.27,0,FEMALE,Masters,craft-repair,paintball,own-child,17600,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,1388 Embaracadero Hwy,13,3,0,2,3,0,63240,10540,10540,42160,1997,0,27,63240,1,51-60,60k-80k
101,33,OH,100/300,1000,1053.04,7000000,FEMALE,Masters,other-service,reading,own-child,52000,-44500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Northbrook,5621 4th Ave,20,3,0,1,3,0,54240,9040,9040,36160,2013,1,11,54240,0,31-40,40k-60k
375,50,OH,100/300,1000,1275.39,0,MALE,Associate,sales,bungie-jumping,other-relative,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Riverwood,8150 Washington Ridge,16,1,1,2,3,0,37280,0,0,37280,1996,1,28,37280,1,41-50,20k-40k
461,61,OH,100/300,2000,1402.75,0,MALE,JD,exec-managerial,exercise,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,4268 2nd Ave,10,3,0,2,1,1,72100,7210,14420,50470,2006,0,18,72100,0,61-70,60k-80k
428,59,IN,250/500,500,1344.36,7000000,FEMALE,JD,prof-specialty,hiking,other-relative,0,0,Parked Car,?,Minor Damage,Unknown,WV,Northbend,6375 2nd Lane,8,1,0,2,3,0,6500,1300,650,4550,2013,0,11,6500,0,51-60,0-20k
45,38,IN,100/300,1000,1197.71,0,MALE,Masters,machine-op-inspct,movies,not-in-family,29000,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Springfield,3770 Flute Drive,17,3,0,2,0,0,78240,13040,13040,52160,2013,0,11,78240,1,31-40,60k-80k
136,29,OH,100/300,500,1203.24,0,FEMALE,JD,transport-moving,video-games,other-relative,62500,-66900,Vehicle Theft,?,Minor Damage,Police,NY,Columbus,1562 Britain St,9,1,0,2,0,0,6200,1240,620,4340,1999,0,25,6200,0,18-30,0-20k
216,36,IN,500/1000,1000,1152.4,0,FEMALE,Associate,priv-house-serv,reading,unmarried,39600,-82400,Parked Car,?,Minor Damage,Police,VA,Springfield,1681 Cherokee Hwy,0,1,1,2,3,0,6160,560,1680,3920,2014,0,10,6160,0,31-40,0-20k
278,48,IN,500/1000,2000,1142.62,7000000,FEMALE,MD,farming-fishing,dancing,not-in-family,0,-54000,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,7523 Oak Lane,12,1,0,2,0,0,76050,11700,11700,52650,1997,0,27,76050,1,41-50,60k-80k
295,48,OH,500/1000,1000,1332.07,0,FEMALE,MD,exec-managerial,polo,unmarried,49700,-59100,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,1815 Cherokee Drive,20,2,0,2,1,1,86060,13240,13240,59580,2002,0,22,86060,1,41-50,80k+
112,30,OH,500/1000,1000,1166.54,0,FEMALE,Masters,prof-specialty,sleeping,not-in-family,47700,-59300,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,9316 Pine Ave,3,1,1,2,0,0,107900,10790,21580,75530,1997,1,27,107900,1,18-30,80k+
122,34,IL,250/500,500,1495.06,0,FEMALE,Masters,prof-specialty,polo,unmarried,38100,-31400,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Columbus,2733 Texas Drive,18,3,0,2,0,1,99990,18180,18180,63630,2011,0,13,99990,1,31-40,80k+
108,29,IN,500/1000,1000,1337.92,0,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,71400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Columbus,7684 Francis Ridge,4,3,0,2,2,1,61380,11160,5580,44640,2012,0,12,61380,0,18-30,60k-80k
14,28,OH,250/500,2000,1587.96,0,FEMALE,Associate,craft-repair,board-games,unmarried,0,-26900,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,8991 Embaracadero Ave,18,1,0,2,1,1,71280,12960,12960,45360,2012,1,12,71280,1,18-30,60k-80k
298,45,IL,500/1000,1000,1362.29,0,MALE,High School,farming-fishing,yachting,unmarried,0,-51100,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbend,4905 Francis Ave,18,3,0,0,0,0,64000,12800,6400,44800,1999,0,25,64000,0,41-50,60k-80k
276,46,IL,250/500,500,1448.84,0,FEMALE,Masters,machine-op-inspct,bungie-jumping,husband,0,-50000,Parked Car,?,Trivial Damage,Police,SC,Hillsdale,7783 Lincoln Hwy,7,1,0,0,1,0,5940,660,660,4620,2015,0,9,5940,0,41-50,0-20k
47,37,IN,250/500,2000,1241.97,0,MALE,High School,other-service,movies,not-in-family,75400,0,Parked Car,?,Minor Damage,Unknown,NY,Hillsdale,8749 Tree St,18,1,0,1,0,0,6700,670,670,5360,2011,0,13,6700,0,31-40,0-20k
222,42,IL,250/500,500,1124.6,0,MALE,Associate,armed-forces,hiking,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,4985 Sky Lane,23,3,1,0,0,0,51740,11940,7960,31840,2006,0,18,51740,0,41-50,40k-60k
119,28,OH,250/500,2000,1079.92,0,MALE,High School,machine-op-inspct,hiking,husband,88800,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,7534 MLK Hwy,1,1,0,0,1,1,53600,6700,6700,40200,2007,1,17,53600,1,18-30,40k-60k
73,29,IL,250/500,1000,1447.78,0,MALE,College,protective-serv,board-games,wife,35100,-59900,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,8689 Maple Hwy,15,3,1,1,0,0,44910,4990,4990,34930,2001,0,23,44910,1,18-30,40k-60k
8,31,IN,250/500,500,1229.16,4000000,FEMALE,MD,transport-moving,kayaking,wife,0,-88300,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Hillsdale,9153 3rd Hwy,2,3,0,0,2,1,48100,11100,7400,29600,2014,0,10,48100,1,31-40,40k-60k
294,44,IL,100/300,1000,1226.49,0,FEMALE,PhD,farming-fishing,kayaking,unmarried,53900,0,Vehicle Theft,?,Trivial Damage,Unknown,WV,Riverwood,5904 1st Drive,3,1,0,0,1,0,6100,610,1220,4270,2002,0,22,6100,0,41-50,0-20k
324,46,IN,100/300,2000,897.89,6000000,MALE,MD,tech-support,board-games,wife,0,-41300,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,4519 Embaracadero St,13,1,0,1,0,1,79600,15920,15920,47760,2011,0,13,79600,0,41-50,60k-80k
155,34,IN,100/300,500,1706.79,0,MALE,Masters,protective-serv,dancing,other-relative,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,9706 MLK Lane,1,1,0,1,1,1,77040,8560,8560,59920,1998,0,26,77040,0,31-40,60k-80k
261,45,IL,250/500,1000,1254.18,0,FEMALE,PhD,prof-specialty,kayaking,other-relative,0,-45100,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,6012 Texas Hwy,16,1,1,0,1,0,62590,11380,11380,39830,2003,0,21,62590,0,41-50,60k-80k
245,40,IN,500/1000,500,885.08,0,FEMALE,Masters,armed-forces,skydiving,other-relative,27000,-58900,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,4098 Weaver Ridge,0,1,1,0,1,0,85150,13100,13100,58950,1998,0,26,85150,1,31-40,80k+
235,39,IL,100/300,500,1046.58,4000000,MALE,MD,tech-support,exercise,wife,0,-31700,Vehicle Theft,?,Trivial Damage,Unknown,NY,Hillsdale,6193 1st Hwy,1,1,0,2,1,0,4950,450,900,3600,2010,0,14,4950,0,31-40,0-20k
53,36,OH,500/1000,2000,1712.68,0,MALE,Associate,handlers-cleaners,basketball,not-in-family,72200,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Riverwood,4053 Sky Lane,17,3,0,2,0,1,51100,10220,5110,35770,2006,0,18,51100,1,31-40,40k-60k
426,54,IL,500/1000,2000,1097.71,0,FEMALE,Masters,adm-clerical,reading,not-in-family,29600,-22300,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,8964 Francis St,13,1,1,2,3,0,100800,16800,16800,67200,1997,0,27,100800,0,51-60,80k+
111,27,IN,250/500,500,1363.77,4000000,FEMALE,Masters,tech-support,exercise,husband,51100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,9748 Sky Drive,12,1,1,2,3,0,90970,16540,16540,57890,2009,0,15,90970,1,18-30,80k+
86,26,OH,100/300,500,1382.88,7000000,MALE,JD,tech-support,cross-fit,other-relative,0,-30300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,2293 Washington Ave,11,1,0,1,1,1,81840,14880,7440,59520,2011,1,13,81840,0,18-30,80k+
296,46,OH,100/300,1000,1141.35,7000000,MALE,Masters,craft-repair,sleeping,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,3656 Solo Ave,18,1,0,0,2,0,54900,5490,5490,43920,2013,0,11,54900,1,41-50,40k-60k
125,35,OH,500/1000,500,1054.83,7000000,MALE,JD,tech-support,cross-fit,husband,0,-51300,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,8579 Apache Drive,17,1,1,2,3,0,88660,8060,16120,64480,2007,1,17,88660,1,31-40,80k+
